,,,,mean,mean,mean,MG,inst_acc
LLaVA-v1.6-Mistral (7B),1046.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1047.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1048.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1049.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1050.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1051.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1052.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1053.0,math,numeric commonsense and calculation,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1054.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1055.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1056.0,math,statistical reasoning,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1057.0,math,statistical reasoning,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1058.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1059.0,math,statistical reasoning,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1060.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1061.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1062.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1063.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1064.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1065.0,math,statistical reasoning,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1066.0,math,statistical reasoning,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1067.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1068.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1069.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1070.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1071.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1072.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1073.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1074.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1075.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1076.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1077.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1078.0,math,numeric commonsense and calculation,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1079.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1080.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1081.0,math,geometry,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1082.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1083.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1084.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1085.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1086.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1087.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1088.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1089.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1090.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1091.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1092.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1093.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1094.0,math,numeric commonsense and calculation,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1095.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1096.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1097.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1098.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1099.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1100.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1101.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1102.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1103.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1104.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1105.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1106.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1107.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1108.0,math,geometry,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1109.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1110.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1111.0,math,statistical reasoning,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1112.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1113.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1114.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1115.0,math,geometry,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1116.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1117.0,math,geometry,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1118.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1119.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1120.0,math,geometry,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1121.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1122.0,math,statistical reasoning,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1123.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1124.0,math,geometry,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1125.0,math,statistical reasoning,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1126.0,math,statistical reasoning,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1127.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1128.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1129.0,math,geometry,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1130.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1131.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1132.0,math,geometry,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1133.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1134.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1135.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1136.0,math,numeric commonsense and calculation,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1137.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1138.0,math,geometry,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1139.0,math,statistical reasoning,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1140.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1141.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1142.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1143.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1144.0,math,statistical reasoning,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1145.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1146.0,math,numeric commonsense and calculation,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1147.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1148.0,math,numeric commonsense and calculation,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1149.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1150.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1151.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1152.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1153.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1154.0,math,geometry,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1155.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1156.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1157.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1158.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1159.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1160.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1161.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1162.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1163.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1164.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1165.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1166.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1167.0,math,statistical reasoning,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1168.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1169.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1170.0,math,statistical reasoning,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1171.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1172.0,math,geometry,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1173.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1174.0,math,statistical reasoning,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1175.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1176.0,math,geometry,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1177.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1178.0,math,numeric commonsense and calculation,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1179.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1180.0,math,statistical reasoning,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1181.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1182.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1183.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1184.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1185.0,math,statistical reasoning,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1186.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1187.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1188.0,math,statistical reasoning,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1189.0,math,numeric commonsense and calculation,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1190.0,math,geometry,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1191.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1192.0,math,numeric commonsense and calculation,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1193.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1194.0,math,numeric commonsense and calculation,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1195.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1196.0,math,geometry,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1197.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1198.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1199.0,math,statistical reasoning,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1200.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1201.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1202.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1203.0,math,statistical reasoning,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1204.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1205.0,math,statistical reasoning,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1206.0,math,statistical reasoning,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1207.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1208.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1209.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1210.0,math,statistical reasoning,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1211.0,math,statistical reasoning,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1212.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1213.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1214.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1215.0,math,numeric commonsense and calculation,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1216.0,math,geometry,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1217.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1218.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1219.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1220.0,math,numeric commonsense and calculation,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1221.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1222.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1223.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1224.0,math,statistical reasoning,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1225.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1226.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1227.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1228.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1229.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1230.0,math,geometry,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1231.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1232.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1233.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1234.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1235.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1236.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1237.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1238.0,math,geometry,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1239.0,math,geometry,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1240.0,math,geometry,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1241.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1242.0,math,geometry,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1243.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1244.0,math,statistical reasoning,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1245.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1246.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1247.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1248.0,math,geometry,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1249.0,math,numeric commonsense and calculation,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1250.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1251.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1252.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1253.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1254.0,science & technology,electronics & energy & mechanical eng.,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1255.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1256.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1257.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1258.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1259.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1260.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1261.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1262.0,science & technology,biology & chemistry & physics,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1263.0,science & technology,biology & chemistry & physics,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1264.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1265.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1266.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1267.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1268.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1269.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1270.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1271.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1272.0,science & technology,geography & earth science & agriculture,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1273.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1274.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1275.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1276.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1277.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1278.0,science & technology,electronics & energy & mechanical eng.,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1279.0,science & technology,electronics & energy & mechanical eng.,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1280.0,science & technology,electronics & energy & mechanical eng.,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1281.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1282.0,science & technology,biology & chemistry & physics,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1283.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1284.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1285.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1286.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1287.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1288.0,science & technology,geography & earth science & agriculture,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1289.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1290.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1291.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1292.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1293.0,science & technology,biology & chemistry & physics,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1294.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1295.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1296.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1297.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1298.0,science & technology,electronics & energy & mechanical eng.,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1299.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1300.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1301.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
