,,,,mean,mean,mean,MG
Qwen3-VL-4B-Instruct_SFT_vqa_gt,844,logical reasoning,common reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,845,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,846,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,847,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,848,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,849,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,850,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,851,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,852,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,853,logical reasoning,code & sequence reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,854,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,855,logical reasoning,code & sequence reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,856,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,857,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,858,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,859,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,860,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,861,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,862,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,863,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,864,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,865,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,866,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,867,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,868,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,869,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,870,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,871,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,872,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,873,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,874,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,875,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,876,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,877,logical reasoning,code & sequence reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,878,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,879,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,880,logical reasoning,code & sequence reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,881,logical reasoning,code & sequence reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,882,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,883,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,884,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,885,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,886,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,887,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,888,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,889,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,890,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,891,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,892,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,893,logical reasoning,common reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,894,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,895,logical reasoning,common reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,896,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,897,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,898,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,899,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,900,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,901,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,902,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,903,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,904,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,905,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,906,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,907,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,908,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,909,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,910,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,911,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,912,logical reasoning,diagram reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,913,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,914,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,915,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,916,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,917,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,918,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,919,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,920,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,921,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,922,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,923,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,924,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,925,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,926,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,927,logical reasoning,diagram reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,928,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,929,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,930,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,931,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,932,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,933,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,934,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,935,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,936,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,937,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,938,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,939,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,940,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,941,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,942,logical reasoning,code & sequence reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,943,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,944,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,945,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,946,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,947,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,948,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,949,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,950,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,951,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,952,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,953,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,954,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,955,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,956,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,957,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,958,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,959,logical reasoning,diagram reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,960,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,961,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,962,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,963,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,964,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,965,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,966,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,967,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,968,logical reasoning,code & sequence reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,969,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,970,logical reasoning,common reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,971,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,972,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,973,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,974,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,975,logical reasoning,common reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,976,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,977,logical reasoning,code & sequence reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,978,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,979,logical reasoning,code & sequence reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,980,logical reasoning,diagram reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,981,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,982,logical reasoning,code & sequence reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,983,logical reasoning,code & sequence reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,984,logical reasoning,code & sequence reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,985,logical reasoning,code & sequence reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,986,logical reasoning,code & sequence reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,987,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,988,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,989,logical reasoning,code & sequence reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,990,logical reasoning,common reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,991,logical reasoning,common reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,992,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,993,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,994,logical reasoning,diagram reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,995,logical reasoning,code & sequence reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,996,logical reasoning,common reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,997,logical reasoning,diagram reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,998,logical reasoning,code & sequence reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,999,logical reasoning,code & sequence reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1000,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1001,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1002,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1003,math,geometry,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1004,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1005,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1006,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1007,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1008,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1009,math,statistical reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1010,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1011,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1012,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1013,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1014,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1015,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1016,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1017,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1018,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1019,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1020,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1021,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1022,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1023,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1024,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1025,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1026,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1027,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1028,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1029,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1030,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1031,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1032,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1033,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1034,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1035,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1036,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1037,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1038,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1039,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1040,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1041,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1042,math,numeric commonsense and calculation,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1043,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1044,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1045,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1046,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1047,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1048,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1049,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1050,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1051,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1052,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1053,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1054,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1055,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1056,math,statistical reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1057,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1058,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1059,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1060,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1061,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1062,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1063,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1064,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1065,math,statistical reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1066,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1067,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1068,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1069,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1070,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1071,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1072,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1073,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1074,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1075,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1076,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1077,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1078,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1079,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1080,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1081,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1082,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1083,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1084,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1085,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1086,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1087,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1088,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1089,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1090,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1091,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1092,math,statistical reasoning,0.0,,0.0,0.0
